person_id,product_id,label,negative_type
Palatina,on-the-horizon-swing-top-1#Khaki,1,positive
Riina,the-weekender-shirt#DenimStrip,1,positive
Fiona,tie-back-bell-sleeve-top-5#Summerbud,1,positive
Amanda,the-luxe-long-sleeve-tee#GreyMarle,1,positive
Stefania,the-contrast-trim-knit#BlackWhite,1,positive
Lauren,belle-twist-front-tee-1#Black,1,positive
Natalie,the-long-sleeve-v-neck-tee#Navy,1,positive
Laura,belle-half-sleeve-forgiver-tunic#Black,1,positive
Mae-Lee,belle-polka-dot-blouse#WhiteSpot,1,positive
Ljubenka,sugar-snaps-layers-tank#NewBeige,1,positive
Jess,sequin-star-tee#Navy,1,positive
Chelsea,the-cross-over-poncho#Grey,1,positive
Fiona,the-tie-front-tank#Navy,1,positive
Marnee,the-relaxed-long-sleeve-tee#Black,1,positive
Marnee,oregon-safari-embroidered-top#White,1,positive
Fiona,falling-for-you-cardi#Black,1,positive
Fiona,the-cross-over-printed-blouse#Leopard,1,positive
Mae-Lee,sugar-snaps-layers-tank#PeachyKeen,1,positive
Tia,capri-tank-3#Black,1,positive
Laura,sugar-snaps-round-neck-layer-tank#DuckEgg,1,positive
Chelsea,falling-for-you-cardi#GreyMarle,1,positive
Mae-Lee,belle-off-the-shoulder-tee#Stripe,1,positive
Clementine,the-everyday-shirt#Black,1,positive
Natalia,messina-knit-1#Shiraz,1,positive
Natalia,printed-tunic-7#RedCheck,1,positive
Maddy,natural-tie-tunic#BlueSky,1,positive
Kate,belle-half-sleeve-forgiver-tunic#Apricot,1,positive
Jess,the-batwing-tee#FrenchBlue,1,positive
Mae-Lee,the-sleeveless-cross-over-blouse#Mint,1,positive
Marnee,sugar-snaps-round-neck-layer-tank#Black,1,positive
Jess,belle-ls-free-fall-tee#Airforce,1,positive
Marnee,sugar-snaps-layers-tank#Mint,1,positive
Anna,the-drape-tee-1#Black,1,positive
Sophia,the-box-top#Blush,1,positive
Nadine,cable-knit-sweater#Camel,1,positive
Anna,the-relaxed-long-sleeve-tee#Navy,1,positive
Chelsea,falling-for-you-cardi#Dusty,1,positive
Fiona,belle-v-neck-forgiver-tunic#Black,1,positive
Jess,softly-swinging-bamboo-tee#Cashew,1,positive
Summer,nova-lux-solid-v-neck-placket-shirt#CloudDance,1,positive
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#Black,1,positive
Mae-Lee,butterfly-kisses-tee#Stripe,1,positive
Sophia,the-contrast-detail-top#Ivory,1,positive
Summer,verona-patchwork-top#Patchwork,1,positive
Miranda,the-cotton-tie-detail-top#Ivory,1,positive
Fiona,stud-trim-long-sleeve-top#Mint,1,positive
Emma,lola-bell-sleeve-top-entangled-vines#Gold,1,positive
Chelsea,the-cotton-cardi#Navy,1,positive
Riina,the-relaxed-batwing-top#Denim%20Blue,1,positive
Ljubenka,sugar-snaps-layers-tank#Black,1,positive
Mercy,belle-v-neck-forgiver-tunic#BlueMarle,1,positive
Laura,the-cotton-bamboo-tee#DuckEgg,1,positive
Nathalie,the-everyday-shirt#Midnight,1,positive
Amanda,the-sleeveless-cross-over-blouse#Mint,1,positive
Riina,selma-top-1#IndoStripe,1,positive
Sophia,geena-xo-ls-pullover-knit#Allure,1,positive
Lauren,belle-square-neck-drape-tee#Vanilla,1,positive
Jess,blue-waters-cotton-blouse#White,1,positive
Jess,butterfly-blouse-1#Ivory,1,positive
Laura,manhattan-stretch-tee#NavyWhtStr,1,positive
Summer,block-sweater#Block,1,positive
Chelsea,the-drape-tee-1#Black,1,positive
Kate,belle-half-sleeve-forgiver-tunic#Black,1,positive
Stefania,snug-as-a-bug-jumper#Smoke,1,positive
Jess,belle-v-neck-forgiver-tunic#Charcoal,1,positive
Lauren,belle-drape-tee#Black,1,positive
Stacey,endeavor-long-sleeve-tee#Stripe,1,positive
Ljubenka,falling-for-you-cardi#Port,1,positive
Jess,the-spotted-tunic#NavySpot,1,positive
Georgia,frill-me-tie-throw-on#WhiteBlk,1,positive
Emma,hem-frill-stripe-top#Frilled,1,positive
Laura,the-lace-trim-top#Ivory,1,positive
Laura,the-everyday-shirt#Pink,1,positive
Georgia,softly-swinging-bamboo-tee#Blush,1,positive
Madeline,print-tee-3#Boats,1,positive
Laura,the-cotton-bamboo-tank#Moonbeam,1,positive
Tia,capri-tank-3#NavyStripe,1,positive
Laura,the-sleeveless-cross-over-blouse#Sunshine,1,positive
Jess,softly-swinging-bamboo-tee#Blush,1,positive
Perrie,the-short-sleeve-wrap-jersey-top#NavyWhite,1,positive
Anneliese,tracie-top#Black,1,positive
Lauren,the-tie-front-tank#White,1,positive
Jess,the-printed-v-neck-tee#White,1,positive
Natalia,geena-xo-ls-pullover-knit#WhiteCapGr,1,positive
Mae-Lee,the-sleeveless-cross-over-blouse#Salmon,1,positive
Gemma,cara-tee-3#ZebraPrint,1,positive
Natalia,the-relaxed-long-sleeve-tee-1#Ink%20Stripe,1,positive
Ljubenka,the-everyday-shirt#Midnight,1,positive
Marnee,chill-out-slouch-top#Mustard,1,positive
Kate,sugar-snaps-layers-tank#Red,1,positive
Marnee,long-sleeve-softly-swinging-bamboo-tee#Black,1,positive
Natalie,the-cut-out-shoulder-blouse#Blue,1,positive
Fiona,the-wrap-jersey-top-1#NavyStripe,1,positive
Lauren,belle-drape-tee#Sliver,1,positive
Fiona,the-cosy-cardigan#Blue,1,positive
Palatina,falling-for-you-cardi#Dusty,1,positive
Georgia,wrap-me-up-bamboo-top#Black,1,positive
Jess,rika-top#BatikTile,1,positive
Perrie,the-short-sleeve-wrap-jersey-top#Blue,1,positive
Gemma,floral-nehru-print-shirt#Pink,1,positive
Clementine,the-sleeveless-cross-over-blouse#Cobalt,1,positive
Mae-Lee,the-short-sleeve-wrap-jersey-top#Black,1,positive
Sophie,the-relaxed-long-sleeve-tee#Black,1,positive
Mae-Lee,the-drape-tee-1#Black,1,positive
Jess,softly-swinging-bamboo-tee#Black,1,positive
Georgia,long-sleeve-softly-swinging-bamboo-tee#Black,1,positive
Mae-Lee,the-cross-over-blouse#Black,1,positive
Palatina,collared-shirt-1#White,1,positive
Jess,oregon-safari-embroidered-top#White,1,positive
Monique,the-cotton-bamboo-tank#Chambray,1,positive
Laura,falling-for-you-cardi#Teal,1,positive
Anna,the-short-sleeve-wrap-jersey-top#Blue,1,positive
Georgia,summer-whispers-kimono-1#Peacock,1,positive
Katie,long-sleeve-ruffle-shirt#Navy,1,positive
Jess,natural-textured-poncho#Deeprain,1,positive
Clementine,sugar-snaps-layers-tank#Black,1,positive
Clementine,the-high-low-drape-tee#Sage,1,positive
Laura,the-long-sleeve-v-neck-tee#Navy,1,positive
Alex,the-cross-over-blouse#RoyalBlue,1,positive
Jess,the-batwing-tee#Stone,1,positive
Mae-Lee,sugar-snaps-layers-tank#Mint,1,positive
Jess,the-bamboo-tunic-dress#Khaki,1,positive
Jude,falling-for-you-cardi#Dusty,1,positive
Laura,maui-stretch-tee#Navy,1,positive
Georgia,softly-swinging-bamboo-tee#BlueJeans,1,positive
Summer,alberta-stripe-top#IvoryStrip,1,positive
Charlotte,natural-rolled-neck-tunic#BlueDam,1,positive
Laura,sugar-snaps-layers-tank#Blue,1,positive
Jess,double-layered-top-1#WBlack,1,positive
Stacey,voyager-stripe-crew#Stripe,1,positive
Mae-Lee,natural-extra-fine-sweater#Snowgum,1,positive
Ljubenka,belle-v-neck-forgiver-tunic#ArmyGreen,1,positive
Stacey,floating-by-you-blouse#SeaFleur,1,positive
Laura,forget-me-knot-tunic#ForgetMeK,1,positive
Anna,the-long-sleeve-v-neck-tee#Navy,1,positive
Madeline,cara-tee-4#Black,1,positive
Sophia,falling-for-you-cardi#Black,1,positive
Anna,the-cross-over-blouse#Silver,1,positive
Madeline,analia-jersey-top#Black,1,positive
Shadae,fundamental-stripe-long-sleeve-tee#WhiteBlack,1,positive
Marnee,softly-swinging-bamboo-tee#Chambray,1,positive
Laura,the-half-sleeve-tee#Black,1,positive
Gemma,tab-sleeve-longline-shirt#Pink,1,positive
Maddy,the-everyday-shirt#Black,1,positive
Jess,softly-falling-bamboo-tunic#White,1,positive
Fiona,belle-paint-brush-print-top#PaintPrint,1,positive
Laura,falling-for-you-cardi#Navy,1,positive
Summer,fundamental-vee-tee#Pink,1,positive
Riina,the-zip-front-top#Rose,1,positive
Emma,the-bonded-cotton-shirt#Pink,1,positive
Laura,the-relaxed-long-sleeve-tee#Khaki,1,positive
Marnee,the-crossover-2-way-blouse#Black,1,positive
Jess,the-crossover-2-way-blouse#Black,1,positive
Clementine,the-striped-top#BlueStripe,1,positive
Jess,sugar-snaps-layers-tank#Blue,1,positive
Anna,waterfall-cardi-1#Black,1,positive
Natalia,clovis-shirt#NavyGold,1,positive
Nadine,monaco-sweater#BlackCream,1,positive
Denniel,the-batwing-tee#FrenchBlue,1,positive
Mae-Lee,the-batwing-tee#Stone,1,positive
Tia,pattern-tunic-1#Lattice,1,positive
Amanda,the-cosy-cardigan#Grey,1,positive
Denniel,the-cross-over-blouse#Blue,1,positive
Denniel,the-cross-over-blouse#Black,1,positive
Ljubenka,softly-swinging-bamboo-tee#TeaRose,1,positive
Madeline,cara-tee-4#BlackWhite,1,positive
Fiona,frill-me-tie-throw-on#WhiteBlk,1,positive
Amanda,the-multi-stripe-cardi#Stripe,1,positive
Fiona,natural-waterfall-cardigan#Fallendust,1,positive
Amanda,the-stitch-v-neck-knit#DenimMarle,1,positive
Fiona,the-luxe-long-sleeve-tee#GreyMarle,1,positive
Lauren,the-twist-front-top#Grey,1,positive
Shadae,rib-tank-2#Khaki,1,positive
Alex,the-sleeveless-cross-over-blouse#Cobalt,1,positive
Jess,starry-night-cardi#Chalk,1,positive
Georgia,skipping-stones-tunic#Forest,1,positive
Katie,messina-knit-1#Shiraz,1,positive
Nathalie,the-wrap-jersey-top#Charcoal,1,positive
Jess,long-sleeve-softly-swinging-bamboo-tee#Fern,1,positive
Fiona,sugar-snaps-throw-jacket#Duckegg,1,positive
Natalie,the-batwing-tee#FrenchBlue,1,positive
Jess,waterfall-cardi-1#Black,1,positive
Mae-Lee,the-batwing-tee#Black,1,positive
Emma,sugar-snaps-layers-tank#Red,1,positive
Chesska,diva-ruffle-jumper#Gold%20Spot,1,positive
Fiona,the-boat-neck-top-1#Ink,1,positive
Nikki,the-drape-tee-1#NavyStripe,1,positive
Amanda,the-cross-front-spot-blouse#Spot,1,positive
Ljubenka,the-drape-tee-1#NavyStripe,1,positive
Charlotte,natural-overlay-knit#Greybloss,1,positive
Madeline,layered-top-2#Navy,1,positive
Georgia,sunshine-in-me-tee-1#White,1,positive
Amanda,the-relaxed-batwing-top#PeachRose,1,positive
Mae-Lee,belle-half-sleeve-forgiver-tunic#MutedClay,1,positive
Emma,paint-stroke-top#Strokes,1,positive
Emma,long-sleeve-softly-swinging-bamboo-tee#Combat,1,positive
Marnee,the-relaxed-long-sleeve-tee#Khaki,1,positive
Ljubenka,layered-tee-2#White,1,positive
Chelsea,natural-rolled-neck-tunic#BlueDam,1,positive
Tia,the-everyday-shirt#Rose,1,positive
Summer,rib-tank-2#Navy,1,positive
Chelsea,malibu-cardigan#Navy,1,positive
Denniel,the-batwing-tee#Black,1,positive
Monique,the-open-sleeve-blouse#Berry,1,positive
Shadae,clio-knit-jumper#StoneBlack,1,positive
Fiona,the-luxe-dobby-blouse#White,1,positive
Ljubenka,softly-swinging-bamboo-tee#White,1,positive
Laura,printed-v-neck-top#Striped,1,positive
Emma,aztec-cardigan#Orange,1,positive
Clementine,sugar-snaps-layers-tank#Mint,1,positive
Marnee,softly-swinging-bamboo-tee#Storm,1,positive
Jess,softly-swinging-bamboo-tee#Starfish,1,positive
Fiona,the-stitch-v-neck-knit#DenimMarle,1,positive
Tia,the-cross-over-blouse#White,1,positive
Miranda,the-reversible-cowl-neck-top-1#Black,1,positive
Jess,double-layered-top-1#WSilver,1,positive
Laura,sugar-snaps-layers-tank#Mint,1,positive
Kate,sugar-snaps-layers-tank#Mint,1,positive
Katie,longline-cardigan-2#Pink,1,positive
Chelsea,relaxed-cape#WhiteBlack,1,positive
Marnee,the-everyday-shirt#Rose,1,positive
Ljubenka,the-drape-tee-1#Navy,1,positive
Jess,the-print-contrast-34-sleeve-top#Animal,1,positive
Maddy,sontana-blouse#Stone,1,positive
Sophia,eco-78-long-cardigan#DarkGreyM,1,positive
Anna,the-half-sleeve-tee#White,1,positive
Laura,the-long-sleeve-v-neck-tee#White,1,positive
Natalie,sugar-snaps-layers-tank#Blue,1,positive
Marnee,on-safari-blouse#Jewel,1,positive
Stefania,the-cross-over-poncho#Navy,1,positive
Laura,runaway-top#Sand,1,positive
Anna,the-cross-over-blouse#Blue,1,positive
Clementine,the-sleeveless-cross-over-blouse#Sunshine,1,positive
Miranda,york-linen-blend-long-cardigan#BurntOrang,1,positive
Georgia,skipping-stones-tunic#Natural,1,positive
Georgia,cyrus-top#LightRose,1,positive
Marnee,long-sleeve-softly-swinging-bamboo-tee#Smoke,1,positive
Anna,layered-tee-2#Black,1,positive
Marnee,the-pirate-in-me-shirt#White,1,positive
Emma,belle-v-neck-forgiver-tunic#White,1,positive
Anna,the-drape-tee-1#Navy,1,positive
Marnee,frill-me-tie-throw-on#WhiteBlk,1,positive
Anna,the-batwing-tee#Stone,1,positive
Riina,the-panel-hem-top#Khaki,1,positive
Lauren,the-sleeve-detail-knit#Ivory,1,positive
Monique,alberta-stripe-top#IvoryStrip,1,positive
Jess,natural-cross-back-knit#Lightsmoke,1,positive
Fiona,the-tie-layering-knit#Grey,1,positive
Mae-Lee,belle-half-sleeve-forgiver-tunic#Black,1,positive
Nadine,the-everyday-shirt#Midnight,1,positive
Ljubenka,the-stella-tee#Marine,1,positive
Georgia,baobab-sweater#Bark,1,positive
Georgia,runaway-top#Sand,1,positive
Nadine,half-sleeve-fluffy-knit#Ivory,1,positive
Fiona,printed-v-neck-top#Striped,1,positive
Maddy,the-cross-over-blouse#Black,1,positive
Marnee,blue-waters-cotton-blouse#White,1,positive
Tia,wrap-me-up-bamboo-top#BlueJeans,1,positive
Perrie,the-button-up-swing-tunic#Wine,1,positive
Gemma,geena-xo-ls-pullover-knit#WhiteCapGr,1,positive
Fiona,nuzuri-longline-cardi#Forest,1,positive
Lisa,seeker-knot-front-shirt#Olive,1,positive
Gemma,tuck-layer-shirt#White,1,positive
Clementine,the-stripe-tank-1#Hazelnut,1,positive
Chelsea,the-high-low-drape-tee#Sage,1,positive
Sophie,the-relaxed-long-sleeve-tee#Navy,1,positive
Fiona,belle-deep-v-mesh-top#Black,1,positive
Alex,the-cotton-bamboo-tee#White,1,positive
Miranda,the-asymmetrical-tank-top#HotPink,1,positive
Marnee,the-cotton-bamboo-tank#White,1,positive
Ljubenka,sugar-snaps-layers-tank#PeachyKeen,1,positive
Kate,the-wrap-jersey-top#NavyWhite,1,positive
Summer,fundamental-sydney-crew#Burgundy,1,positive
Riina,the-dobby-sleeve-tee#InkBlue,1,positive
Gemma,meredith-78-oversized-pullover-knit#WhiteCapGr,1,positive
Gemma,falling-for-you-cardi#Port,1,positive
Ljubenka,ponte-spot-top#BlackWhite,1,positive
Stacey,square-peg-pullover#SilverMix,1,positive
Sophia,the-shoulder-tie-top#White,1,positive
Palatina,bird-print-jumper#Navy,1,positive
Natalie,the-cut-out-shoulder-blouse#Black,1,positive
Gemma,triangle-detail-long-sleeve-tee#Navy,1,positive
Anna,the-cotton-bamboo-tank#DarkNavy,1,positive
Anna Maria,the-bell-sleeve-top#Grey,1,positive
Chelsea,relaxed-cape#Black,1,positive
Sophie,the-define-flute-sleeve-blouse#White,1,positive
Sophie,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,1,positive
Marnee,runaway-top#JetBlack,1,positive
Olivia,sugar-snaps-layers-tank#Red,1,positive
Tia,still-the-one-ruffle-blouse#Spot,1,positive
Anna,linen-v-neck-cami-2#BlueWhite,1,positive
Chelsea,colourblock-cardi#NavyRed,1,positive
Sophie,belle-half-sleeve-forgiver-tunic#White,1,positive
Georgia,butterfly-kisses-tee#MustardStr,1,positive
Mae-Lee,sugar-snaps-layers-tank#Blue,1,positive
Nadine,mauevewood-crew#YellowWhit,1,positive
Georgia,cross-my-heart-bamboo-slouch-tee#White,1,positive
Amanda,the-stripe-jersey-top#Pink,1,positive
Georgia,kimono-and-me-cardi#DustyPink,1,positive
Fiona,softly-falling-bamboo-tunic#White,1,positive
Mae-Lee,the-cotton-bamboo-tank#Moonbeam,1,positive
Laura,the-tie-front-tank#White,1,positive
Amanda,the-soft-knit-jumper#PinkStripe,1,positive
Emma,batty-about-you-cotton-tee#BlkWhite,1,positive
Jess,belle-cowl-swing-sweater#Green,1,positive
Sophia,layered-sleeve-top#DarkBlue,1,positive
Mae-Lee,the-long-sleeve-v-neck-tee#Black,1,positive
Georgia,layer-me-cotton-candy-top#Cream,1,positive
Amanda,the-wrap-jersey-top-1#NavyStripe,1,positive
Jess,westward-top#BotanicalD,1,positive
Tia,the-drape-tee-1#Black,1,positive
Mae-Lee,the-stripe-button-through-top#Coral,1,positive
Natalie,the-sleeveless-cross-over-blouse#White,1,positive
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#Fern,1,positive
Amanda,the-daily-cross-over-top#SkyBlue,1,positive
Perrie,the-everyday-shirt#Midnight,1,positive
Shadae,rib-tank-2#Black,1,positive
Sophia,the-pocket-tee#NavyStripe,1,positive
Natalia,paint-stroke-top#Strokes,1,positive
Chesska,dream-girl-ruffle-jumper#SoftPink,1,positive
Palatina,moonlight-kisses-bamboo-tee#Black,1,positive
Olivia,the-sleeveless-cross-over-blouse#Black,1,positive
Mae-Lee,softly-swinging-bamboo-tee#Black,1,positive
Clementine,the-high-low-drape-tee#Grey,1,positive
Amanda,the-stripe-button-through-top#Coral,1,positive
Katie,spliced-stripe-tunic#Navy,1,positive
Ljubenka,the-cross-over-blouse#Blue,1,positive
Riina,the-v-neck-stripe-top#BlkStripe,1,positive
Palatina,2-in-1-layered-knit-top#PalePink,1,positive
Fiona,the-pirate-in-me-shirt#White,1,positive
Nadine,funnel-neck-knit-jumper#BlueMulti,1,positive
Georgia,the-cotton-bamboo-tank#White,1,positive
Maddy,the-short-sleeve-wrap-jersey-top#Blue,1,positive
Stacey,multi-pattern-print-top#NavyMulti,1,positive
Nikki,the-drape-tee-1#Stripe,1,positive
Laura,softly-swinging-bamboo-tee#Storm,1,positive
Alex,the-cotton-bamboo-tank#Chambray,1,positive
Maddy,the-cross-over-blouse#Mint,1,positive
Olivia,the-sleeveless-cross-over-blouse#Chambray,1,positive
Laura,the-oversized-cotton-blend-shirt#Navy,1,positive
Stacey,the-soft-knit-jumper#NavyStripe,1,positive
Shadae,not-today-buttoned-cardigan#Almond,1,positive
Ljubenka,softly-swinging-bamboo-tee#Navy,1,positive
Ljubenka,belle-v-neck-forgiver-tunic#DenimMarl,1,positive
Chelsea,ava-short-sleeve-linen-tee#Navy,1,positive
Chelsea,falling-for-you-cardi#Rust,1,positive
Gemma,relaxed-animal-print-blouse#Leopard,1,positive
Natalie,the-everyday-shirt#Black,1,positive
Jess,birds-tee-1#Navy,1,positive
Fiona,natural-overlay-knit#Greybloss,1,positive
Maddy,the-everyday-shirt#Midnight,1,positive
Maddy,the-cotton-bamboo-tank#White,1,positive
Mae-Lee,cross-my-heart-sweater#Regal,1,positive
Perrie,suri-bell-sleeve-top#GreyMarle,1,positive
Mae-Lee,sugar-snaps-layers-tank#Red,1,positive
Monique,wildflower-shirt#White,1,positive
Natalie,sugar-snaps-layers-tank#DeepCobalt,1,positive
Mae-Lee,belle-v-neck-forgiver-tunic#BlueMarle,1,positive
Emma,long-sleeve-softly-swinging-bamboo-tee#Fern,1,positive
Riina,rory-spliced-zip-hoodie#Slate,1,positive
Amanda,the-check-pullover#PinkCheck,1,positive
Fiona,the-pocket-tee#NavyStripe,1,positive
Emma,long-sleeve-softly-swinging-bamboo-tee#White,1,positive
Amanda,the-blouson-sleeve-jumper#Navy,1,positive
Stefania,the-cross-over-poncho#Grey,1,positive
Olivia,the-sleeveless-cross-over-blouse#Sunshine,1,positive
Gemma,cara-tee-4#White,1,positive
Jess,the-open-sleeve-blouse#Berry,1,positive
Perrie,the-batwing-tee#Stone,1,positive
Laura,the-weekender-shirt#GreyStripe,1,positive
Fiona,the-asymmetrical-hem-sweater#Blush,1,positive
Sophia,the-panel-luxe-top#BlkWhite,1,positive
Jess,shirt-in-a-box#Silver,1,positive
Jess,belle-polka-dot-blouse#WhiteSpot,1,positive
Jess,the-cotton-bamboo-tee#BlueJeans,1,positive
Clementine,the-cross-over-blouse#Red,1,positive
Mae-Lee,agra-shirt#White,1,positive
Stacey,2-in-1-jumper#Navy,1,positive
Sophia,the-daily-cross-over-top#SkyBlue,1,positive
Katie,sequin-heart-layered-top#Natural,1,positive
Sophie,crosses-jumper#xmyheart,1,positive
Palatina,the-boat-neck-top-1#NavyWhite,1,positive
Laura,layered-tee-2#White,1,positive
Jess,sugar-snaps-layers-tank#DuckEgg,1,positive
Palatina,the-boat-neck-top#Black,1,positive
Sophie,the-everyday-shirt#Black,1,positive
Fiona,falling-for-you-cardi#Port,1,positive
Stacey,open-plains-kimono-throw-1#Rust,1,positive
Jess,print-shirt-1#Blush,1,positive
Nathalie,runaway-top#SoftMint,1,positive
Nadine,hayley-button-down#NavySparro,1,positive
Natalie,the-sleeveless-cross-over-blouse#Salmon,1,positive
Chelsea,the-contrast-34-sleeve-top#Navy,1,positive
Jess,softly-swinging-bamboo-tee#Jewel,1,positive
Palatina,under-the-stars-blouse#Petal,1,positive
Katie,long-sleeve-ruffle-shirt#White,1,positive
Jess,sugar-snaps-layers-tank#White,1,positive
Maddy,the-cut-out-shoulder-blouse#Salmon,1,positive
Jess,softly-swinging-bamboo-tee#White,1,positive
Helen,icing-sugar-top#Ivory,1,positive
Alex,the-short-sleeve-wrap-jersey-top#Emerald,1,positive
Laura,the-cotton-bamboo-tank#White,1,positive
Jess,natural-pattern-cocoon-cardigan#Blossom,1,positive
Jess,the-layered-cross-over-top#Navy,1,positive
Riina,paradise-cardi#MultiStrip,1,positive
Natalie,the-cross-over-blouse#Black,1,positive
Natalie,belle-two-in-one-top#Charcoal,1,positive
Chelsea,star-and-spot-sweater#SilverMult,1,positive
Georgia,falling-for-you-cardi#Teal,1,positive
Perrie,the-cut-out-shoulder-blouse#Blue,1,positive
Mae-Lee,softly-swinging-bamboo-tee#Blush,1,positive
Katie,lavaux-bell-sleeve#Mustard,1,positive
Amanda,the-layered-cross-over-top#Navy,1,positive
Laura,the-contrast-34-sleeve-top#Navy,1,positive
Anna,belle-half-sleeve-forgiver-tunic#MutedClay,1,positive
Fiona,belle-satin-shirt#Black,1,positive
Laura,the-reversible-cowl-neck-top-1#White,1,positive
Amanda,the-sleeveless-cross-over-blouse#Black,1,positive
Natalie,the-cross-over-blouse#Sunshine,1,positive
Shadae,fundamental-rib-long-sleeve-tee#White,1,positive
Mae-Lee,the-cotton-bamboo-tank#Chambray,1,positive
Laura,the-drape-tee-1#NavyStripe,1,positive
Fiona,the-high-low-drape-tee#Sage,1,positive
Ljubenka,softly-swinging-bamboo-tee#Copper,1,positive
Stacey,chill-out-slouch-top#GreyMarle,1,positive
Mae-Lee,the-relaxed-long-sleeve-tee#Black,1,positive
Gemma,hydrangea-kimono#Hydrangea,1,positive
Gemma,love-song-relaxed-blouse#SagePearl,1,positive
Kate,the-wrap-jersey-top#JetBlack,1,positive
Ljubenka,the-cotton-bamboo-tank#Moonbeam,1,positive
Laura,ruffle-top-4#Terracotta,1,positive
Summer,fundamental-split-hoodie#Navy,1,positive
Stefania,the-blouson-sleeve-jumper#Grey,1,positive
Mae-Lee,falling-for-you-cardi#Dusty,1,positive
Charlotte,natural-cropped-sleeve-knit#Cloudcover,1,positive
Nikki,hacienda-tunic-pushkar#Cornflower,1,positive
Stacey,robyn-top-1#Roanne,1,positive
Georgia,sugar-snaps-layers-tank#Red,1,positive
Laura,the-relaxed-long-sleeve-tee#White,1,positive
Fiona,be-mine-top-1#Sage,1,positive
Gemma,you-at-my-shoulder-tunic#Black,1,positive
Riina,the-essential-pullover#DustyPeach,1,positive
Monique,layered-tunic-1#Natural,1,positive
Emma,printed-v-neck-top#Striped,1,positive
Marnee,sugar-snaps-throw-jacket#White,1,positive
Maddy,the-wrap-jersey-top#PortSpot,1,positive
Ljubenka,the-half-sleeve-tee#White,1,positive
Fiona,the-relax-blouse#White,1,positive
Anna,the-sleeveless-cross-over-blouse#White,1,positive
Jess,off-shoulder-top-1#Strawberry,1,positive
Emma,crosses-jumper#xmyheart,1,positive
Fiona,softly-falling-bamboo-tunic#Copper,1,positive
Georgia,sugar-snaps-round-neck-layer-tank#DuckEgg,1,positive
Mae-Lee,the-drape-tee-1#NavyStripe,1,positive
Monique,lurex-stitch-top#White,1,positive
Nathalie,the-everyday-shirt#Rose,1,positive
Madeline,ruffle-top-4#Terracotta,1,positive
Laura,belle-drape-tee#Black,1,positive
Emma,tie-back-bell-sleeve-top-5#Summerbud,1,positive
Chelsea,daylight-jumper#Silver,1,positive
Ljubenka,the-cotton-bamboo-tank#DarkNavy,1,positive
Summer,striped-sleeve-sweater#Striped,1,positive
Clementine,sugar-snaps-layers-tank#DeepCobalt,1,positive
Amanda,the-stitch-detail-top#Pink,1,positive
Fiona,lola-bell-sleeve-top-ditsy-daisies#Blue,1,positive
Georgia,falling-for-you-cardi#GreyMarle,1,positive
Jess,belle-half-sleeve-forgiver-tunic#White,1,positive
Jess,the-short-sleeve-wrap-jersey-top#Blue,1,positive
Stacey,skipping-stones-tunic#Forest,1,positive
Laura,the-essential-layering-tee#White,1,positive
Georgia,nuzuri-longline-cardi#Forest,1,positive
Tia,the-drape-tee-1#White,1,positive
Stacey,the-belle-sleeve-print-top#NavyPrint,1,positive
Jess,falling-for-you-cardi#Port,1,positive
Shadae,ember-knit#EmberGlow,1,positive
Alex,the-cross-over-blouse#Blue,1,positive
Marnee,long-sleeve-softly-swinging-bamboo-tee#Storm,1,positive
Mae-Lee,falling-for-you-cardi#Mustard,1,positive
Jess,the-button-up-swing-tunic#Wine,1,positive
Kate,sugar-snaps-layers-tank#NewBeige,1,positive
Chelsea,the-drape-tee-1#Navy,1,positive
Jess,for-the-frill-top#Ivory,1,positive
Jess,long-sleeve-spot-top#Multispot,1,positive
Laura,summer-breeze-top-1#White,1,positive
Chelsea,the-drape-tee-1#Stripe,1,positive
Jess,belle-ls-free-fall-tee#Blush,1,positive
Perrie,the-everyday-shirt#Cream,1,positive
Lauren,natural-cross-back-knit#Lightsmoke,1,positive
Maddy,the-everyday-shirt#Pink,1,positive
Georgia,walk-in-the-park-cardi#Sand,1,positive
Sophia,bubbles-print-tee#Cambridge,1,positive
Emma,long-sleeve-softly-swinging-bamboo-tee#SilverScon,1,positive
Lauren,to-the-beat-of-the-drum-kimono#Leaf,1,positive
Natalia,the-zip-front-blouse#Khaki,1,positive
Fiona,long-sleeve-softly-swinging-bamboo-tee#Smoke,1,positive
Chelsea,the-flutter-sleeve-top#SnakePrint,1,positive
Fiona,sunshine-in-me-tee-1#White,1,positive
Chelsea,luxe-shirt#Champagne,1,positive
Mae-Lee,lurex-stitch-top#White,1,positive
Georgia,softly-swinging-bamboo-tee#Storm,1,positive
Mae-Lee,softly-swinging-bamboo-tee#Jewel,1,positive
Marnee,soft-and-true-tunic#Pine,1,positive
Stacey,bird-jumper#Navy,1,positive
Jess,the-stitch-detail-top#Pink,1,positive
Maddy,the-sleeveless-cross-over-blouse#Salmon,1,positive
Sophie,long-sleeve-softly-swinging-bamboo-tee#Oyster,1,positive
Laura,the-long-sleeve-scoop-neck-tee#Black,1,positive
Riina,the-daily-essential-jumper#Grey,1,positive
Mercy,belle-v-neck-forgiver-tunic#Tobacco,1,positive
